PaperlessBilling,StreamingTV,PaymentMethod,gender,OnlineBackup,TotalCharges,SeniorCitizen,PhoneService,Contract,Dependents,tenure,InternetService,ChargeRatio,OnlineSecurity,TechSupport,StreamingMovies,Partner,DeviceProtection,MultipleLines,MonthlyCharges,customerID,InternetSeniorContract,Churn,Pred_Churn,Pred_Churn_Prod
True,True,Electronic check,Female,True,307.4,0,Yes,Month-to-month,False,3,Fiber optic,102.46666666666665,False,False,True,False,False,No,95.1,9944-HKVVB,Fiber optic0Month-to-month,Yes,Yes,0.9496198309144986
False,True,Electronic check,Female,False,1390.6,0,Yes,Month-to-month,False,15,Fiber optic,92.70666666666666,False,False,True,True,False,No,88.15,3753-TSEMP,Fiber optic0Month-to-month,Yes,Yes,0.825973638980483
True,False,Electronic check,Male,False,55.25,0,Yes,Month-to-month,False,1,DSL,55.25,False,False,True,False,False,No,55.25,5501-TVMGM,DSL0Month-to-month,No,Yes,0.8189540665894451
True,False,Electronic check,Female,False,511.25,0,Yes,Month-to-month,False,7,Fiber optic,73.03571428571429,False,False,False,False,False,Yes,73.85,0122-OAHPZ,Fiber optic0Month-to-month,Yes,Yes,0.8604973003789288
True,False,Bank transfer (automatic),Male,False,1108.6,0,Yes,Month-to-month,False,15,Fiber optic,73.90666666666667,False,False,False,True,False,No,68.6,7718-RXDGG,Fiber optic0Month-to-month,No,Yes,0.6431199094935024
True,True,Electronic check,Male,False,3105.55,1,Yes,Month-to-month,False,33,Fiber optic,94.10757575757576,False,False,True,True,False,Yes,94.5,5244-IRFIH,Fiber optic1Month-to-month,Yes,Yes,0.8306161274653401
False,False,Electronic check,Female,False,1868.4,0,Yes,Month-to-month,True,23,Fiber optic,81.23478260869565,False,False,True,True,False,Yes,85.6,7892-QVYKW,Fiber optic0Month-to-month,No,Yes,0.7099137170694214
True,True,Electronic check,Female,False,424.75,0,Yes,Month-to-month,False,5,Fiber optic,84.95,False,False,False,False,False,Yes,84.0,8739-XNIKG,Fiber optic0Month-to-month,No,Yes,0.9238440414588053
True,True,Bank transfer (automatic),Female,True,3893.6,0,Yes,Month-to-month,True,41,Fiber optic,94.96585365853659,True,False,False,True,False,Yes,94.3,5274-XHAKY,Fiber optic0Month-to-month,No,Yes,0.5324216130199386
False,False,Bank transfer (automatic),Male,False,1032.0,1,No,Month-to-month,False,27,DSL,38.22222222222222,False,False,True,True,False,No phone service,36.5,5649-TJHOV,DSL1Month-to-month,Yes,Yes,0.8591582527703719
True,False,Electronic check,Female,True,1180.95,0,Yes,Month-to-month,False,14,Fiber optic,84.35357142857143,False,False,True,False,False,No,86.3,8337-MSSXB,Fiber optic0Month-to-month,Yes,Yes,0.7410509227161859
True,False,Mailed check,Male,False,319.15,0,Yes,Month-to-month,False,4,Fiber optic,79.7875,False,True,False,True,True,No,80.6,3671-SHRSP,Fiber optic0Month-to-month,Yes,Yes,0.7004504905899587
False,False,Electronic check,Female,True,151.75,0,Yes,Month-to-month,False,2,Fiber optic,75.875,False,False,False,False,False,Yes,79.55,3420-YJLQT,Fiber optic0Month-to-month,No,Yes,0.907095709646877
True,True,Electronic check,Male,False,95.45,0,Yes,Month-to-month,False,1,Fiber optic,95.45,False,False,True,False,False,Yes,95.45,0295-PPHDO,Fiber optic0Month-to-month,Yes,Yes,0.9678506606240492
True,True,Electronic check,Female,False,1235.55,1,Yes,Month-to-month,False,13,Fiber optic,95.04230769230769,False,False,True,False,True,No,96.85,9290-SHCMB,Fiber optic1Month-to-month,No,Yes,0.8415229404898329
True,False,Credit card (automatic),Female,False,228.0,0,Yes,Month-to-month,False,3,Fiber optic,76.0,False,False,False,True,False,Yes,74.1,9850-OWRHQ,Fiber optic0Month-to-month,Yes,Yes,0.8882930671839333
False,False,Mailed check,Female,False,19.5,0,Yes,Month-to-month,False,1,No,19.5,False,False,False,False,False,No,19.5,1905-OEILC,No0Month-to-month,No,Yes,0.5730243171312922
True,False,Electronic check,Female,False,576.7,0,Yes,Month-to-month,False,8,Fiber optic,72.0875,False,False,False,False,False,Yes,75.25,3199-XGZCY,Fiber optic0Month-to-month,No,Yes,0.8475047314568535
True,False,Electronic check,Female,False,70.1,0,Yes,Month-to-month,False,1,Fiber optic,70.1,False,False,False,False,False,No,70.1,4702-IOQDC,Fiber optic0Month-to-month,Yes,Yes,0.9038553772595626
True,False,Electronic check,Male,False,237.95,0,Yes,Month-to-month,False,4,Fiber optic,59.4875,False,False,False,False,False,No,70.2,2568-BRGYX,Fiber optic0Month-to-month,Yes,Yes,0.8034467914163064
True,True,Electronic check,Male,False,4211.55,0,Yes,One year,False,43,Fiber optic,97.94302325581396,False,True,True,False,False,Yes,100.0,7486-KSRVI,Fiber optic0One year,Yes,Yes,0.6418194279744346
True,False,Electronic check,Female,True,355.2,0,Yes,Month-to-month,False,4,Fiber optic,88.8,False,False,True,False,False,Yes,88.95,4951-UKAAQ,Fiber optic0Month-to-month,Yes,Yes,0.9130100990791653
True,False,Credit card (automatic),Male,True,577.15,1,No,Month-to-month,False,19,DSL,30.376315789473683,False,False,False,True,True,No phone service,34.3,4976-LNFVV,DSL1Month-to-month,No,Yes,0.5792303483073361
True,False,Electronic check,Male,False,2357.75,1,Yes,Month-to-month,False,29,Fiber optic,81.30172413793103,False,False,True,True,False,Yes,84.3,5117-IFGPS,Fiber optic1Month-to-month,No,Yes,0.8577320948315287
True,True,Mailed check,Male,True,4108.15,0,Yes,Month-to-month,False,40,Fiber optic,102.70374999999999,False,False,True,False,True,Yes,102.65,3352-ALMCK,Fiber optic0Month-to-month,No,Yes,0.7463191026869395
True,True,Bank transfer (automatic),Male,True,4687.9,1,Yes,Month-to-month,True,43,Fiber optic,109.02093023255813,False,True,True,True,True,Yes,110.75,5099-BAILX,Fiber optic1Month-to-month,Yes,Yes,0.6055344010591968
True,True,Electronic check,Male,False,181.7,1,Yes,Month-to-month,False,2,Fiber optic,90.85,False,False,True,False,False,Yes,94.0,2720-WGKHP,Fiber optic1Month-to-month,Yes,Yes,0.9565734803590179
True,False,Mailed check,Female,False,25.75,0,Yes,Month-to-month,False,1,No,25.75,False,False,False,False,False,Yes,25.75,2692-PFYTJ,No0Month-to-month,No,Yes,0.5790598451508489
True,False,Electronic check,Male,True,262.3,0,Yes,Month-to-month,False,5,DSL,52.46,False,False,False,False,False,No,51.35,5404-GGUKR,DSL0Month-to-month,No,Yes,0.6324353351883306
False,False,Mailed check,Male,False,206.6,0,Yes,Month-to-month,False,4,DSL,51.65,False,False,False,False,False,Yes,50.4,9462-MJUAW,DSL0Month-to-month,Yes,Yes,0.566970832920594
True,True,Electronic check,Female,False,89.35,0,Yes,Month-to-month,True,1,Fiber optic,89.35,False,False,True,False,False,No,89.35,4273-MBHYA,Fiber optic0Month-to-month,No,Yes,0.951381141498303
True,False,Bank transfer (automatic),Female,True,3862.55,0,Yes,Month-to-month,False,44,Fiber optic,87.78522727272728,False,False,False,False,True,Yes,84.8,4720-VSTSI,Fiber optic0Month-to-month,Yes,Yes,0.5664850610799151
True,True,Electronic check,Male,False,84.85,0,Yes,Month-to-month,False,1,Fiber optic,84.85,False,False,False,False,True,No,84.85,2202-CUYXZ,Fiber optic0Month-to-month,Yes,Yes,0.938460239907071
True,True,Electronic check,Female,False,820.5,0,Yes,Month-to-month,False,8,Fiber optic,102.5625,False,False,True,False,True,Yes,99.65,9305-CDSKC,Fiber optic0Month-to-month,Yes,Yes,0.9361244778318274
True,False,Credit card (automatic),Male,False,2595.85,1,Yes,Month-to-month,False,30,Fiber optic,86.52833333333334,True,False,True,False,False,Yes,90.5,6741-EGCBI,Fiber optic1Month-to-month,No,Yes,0.6836749026869605
True,True,Electronic check,Female,True,713.6,1,Yes,Month-to-month,False,8,Fiber optic,89.2,False,False,False,False,False,No,87.1,4884-ZTHVF,Fiber optic1Month-to-month,No,Yes,0.8628291823686031
False,True,Mailed check,Male,False,89.15,0,Yes,Month-to-month,True,1,Fiber optic,89.15,False,False,True,True,False,No,89.15,3801-HMYNL,Fiber optic0Month-to-month,Yes,Yes,0.9074346944304403
True,False,Electronic check,Female,False,622.9,1,Yes,Month-to-month,False,9,Fiber optic,69.21111111111111,False,False,False,False,False,Yes,74.55,0709-TVGUR,Fiber optic1Month-to-month,Yes,Yes,0.8857828270949217
False,False,Mailed check,Male,False,51.25,0,Yes,Month-to-month,False,1,DSL,51.25,False,True,False,False,False,No,51.25,9564-KCLHR,DSL0Month-to-month,Yes,Yes,0.6274095567921965
True,True,Electronic check,Male,False,2607.6,0,Yes,Month-to-month,False,29,Fiber optic,89.91724137931034,False,True,True,False,False,No,94.2,0082-OQIQY,Fiber optic0Month-to-month,No,Yes,0.5984660975546096
True,True,Credit card (automatic),Female,False,2933.2,0,Yes,Month-to-month,False,29,Fiber optic,101.14482758620689,False,False,True,False,True,Yes,98.6,8949-JTMAY,Fiber optic0Month-to-month,Yes,Yes,0.7686009690876037
True,True,Electronic check,Female,True,3954.1,0,Yes,Month-to-month,False,43,Fiber optic,91.95581395348837,False,False,False,False,True,No,91.65,5712-AHQNN,Fiber optic0Month-to-month,No,Yes,0.6483970267594716
False,False,Electronic check,Male,True,330.05,0,Yes,Month-to-month,False,4,Fiber optic,82.5125,False,False,False,False,False,Yes,78.45,3249-ZPQRG,Fiber optic0Month-to-month,Yes,Yes,0.8810381963293582
True,True,Credit card (automatic),Female,True,3915.4,0,Yes,Month-to-month,True,40,Fiber optic,97.885,False,False,False,True,True,Yes,96.35,4657-FWVFY,Fiber optic0Month-to-month,No,Yes,0.6620915048339393
True,True,Electronic check,Female,True,4972.1,1,Yes,Month-to-month,True,46,Fiber optic,108.08913043478262,True,True,True,True,False,Yes,110.2,7576-JMYWV,Fiber optic1Month-to-month,No,Yes,0.6099085710757723
True,False,Bank transfer (automatic),Female,False,1834.95,0,Yes,Month-to-month,False,26,Fiber optic,70.575,False,False,False,False,False,Yes,74.95,3943-KDREE,Fiber optic0Month-to-month,Yes,Yes,0.6899367909261446
True,False,Electronic check,Male,True,424.15,0,Yes,Month-to-month,False,5,Fiber optic,84.83,False,False,False,False,True,Yes,85.3,2952-QAYZF,Fiber optic0Month-to-month,Yes,Yes,0.866713847510366
True,False,Mailed check,Male,False,851.8,0,Yes,Month-to-month,True,11,Fiber optic,77.43636363636364,False,False,False,False,True,Yes,78.0,8981-FJGLA,Fiber optic0Month-to-month,No,Yes,0.6947820794274411
True,False,Electronic check,Male,False,75.1,0,Yes,Month-to-month,False,1,Fiber optic,75.1,False,False,False,False,False,Yes,75.1,1452-VOQCH,Fiber optic0Month-to-month,No,Yes,0.9292768030057975
False,False,Electronic check,Male,True,3413.25,1,Yes,Month-to-month,False,39,Fiber optic,87.51923076923077,False,False,True,False,False,Yes,90.7,9281-OFDMF,Fiber optic1Month-to-month,No,Yes,0.6566538110800512
True,True,Electronic check,Female,True,3217.65,1,Yes,Month-to-month,True,32,Fiber optic,100.5515625,False,False,True,True,False,Yes,100.4,1641-RQDAY,Fiber optic1Month-to-month,No,Yes,0.8255461327356828
True,True,Electronic check,Female,False,522.95,0,Yes,Month-to-month,False,7,Fiber optic,74.70714285714287,False,False,False,False,False,No,79.0,7638-QVMVY,Fiber optic0Month-to-month,Yes,Yes,0.8896361021280976
True,False,Electronic check,Male,True,2088.45,1,Yes,Month-to-month,False,24,Fiber optic,87.01875,False,False,False,False,False,Yes,80.5,7278-CKDNC,Fiber optic1Month-to-month,No,Yes,0.8231198657486792
True,False,Mailed check,Female,False,193.6,0,Yes,Month-to-month,False,4,DSL,48.4,False,False,False,False,False,No,46.0,5175-AOBHI,DSL0Month-to-month,Yes,Yes,0.5709943411158208
True,False,Mailed check,Male,False,348.15,0,Yes,Month-to-month,False,9,DSL,38.68333333333333,False,False,False,False,False,No,44.4,3589-PPVKW,DSL0Month-to-month,No,Yes,0.550542997149557
True,False,Bank transfer (automatic),Female,True,2728.6,0,Yes,One year,True,41,DSL,66.55121951219512,False,True,True,True,False,No,66.5,4174-LPGTI,DSL0One year,Yes,Yes,0.5295803789373533
True,False,Electronic check,Male,True,85.0,0,Yes,Month-to-month,False,1,Fiber optic,85.0,False,False,True,False,False,No,85.0,1628-BIZYP,Fiber optic0Month-to-month,No,Yes,0.925330351926823
False,True,Electronic check,Female,False,1907.85,0,Yes,Month-to-month,False,22,Fiber optic,86.72045454545454,False,False,True,False,False,No,89.25,1894-IGFSG,Fiber optic0Month-to-month,Yes,Yes,0.7468645803952246
False,False,Electronic check,Male,False,308.7,1,Yes,Month-to-month,False,4,Fiber optic,77.175,False,False,False,True,False,Yes,74.95,9274-CNFMO,Fiber optic1Month-to-month,Yes,Yes,0.931784612162707
True,True,Electronic check,Male,True,2317.1,0,Yes,Month-to-month,False,21,Fiber optic,110.33809523809524,False,True,True,True,True,Yes,111.2,0115-TFERT,Fiber optic0Month-to-month,Yes,Yes,0.7965251231100384
True,True,Electronic check,Female,True,3615.6,0,Yes,Month-to-month,False,36,Fiber optic,100.43333333333334,False,False,True,False,False,Yes,99.15,6907-NZZIJ,Fiber optic0Month-to-month,Yes,Yes,0.8126885181613077
True,True,Electronic check,Female,False,308.05,1,Yes,Month-to-month,False,4,Fiber optic,77.0125,False,False,False,True,False,Yes,83.25,6630-UJZMY,Fiber optic1Month-to-month,No,Yes,0.9472810323356992
True,True,Credit card (automatic),Male,False,2085.45,0,Yes,Month-to-month,False,23,Fiber optic,90.67173913043477,False,True,False,False,True,Yes,96.9,3323-CPBWR,Fiber optic0Month-to-month,No,Yes,0.5701688776325213
False,False,Electronic check,Male,False,76.2,0,Yes,Month-to-month,False,1,Fiber optic,76.2,False,False,False,True,True,No,76.2,9444-JTXHZ,Fiber optic0Month-to-month,Yes,Yes,0.9012400264549111
True,False,Electronic check,Male,True,4925.35,1,Yes,Month-to-month,False,57,Fiber optic,86.40964912280702,False,False,True,True,False,Yes,89.85,7529-ZDFXI,Fiber optic1Month-to-month,No,Yes,0.503289363294637
True,False,Electronic check,Female,False,81.1,0,Yes,Month-to-month,False,1,Fiber optic,81.1,False,False,True,False,False,No,81.1,4614-NUVZD,Fiber optic0Month-to-month,Yes,Yes,0.9335699059417846
True,False,Electronic check,Male,True,248.95,0,No,Month-to-month,True,9,DSL,27.66111111111111,False,False,False,True,False,No phone service,29.95,6543-CPZMK,DSL0Month-to-month,Yes,Yes,0.6032575013787662
False,False,Mailed check,Male,False,20.2,0,Yes,Month-to-month,False,1,No,20.2,False,False,False,False,False,No,20.2,4786-UKSNZ,No0Month-to-month,Yes,Yes,0.5567322125790736
False,False,Mailed check,Male,False,29.7,0,No,Month-to-month,False,1,DSL,29.7,True,False,False,False,False,No phone service,29.7,9526-BIHHD,DSL0Month-to-month,Yes,Yes,0.6857453170927207
True,True,Credit card (automatic),Female,True,3973.2,0,Yes,Month-to-month,False,44,Fiber optic,90.3,False,False,False,False,True,No,88.15,9688-YGXVR,Fiber optic0Month-to-month,No,Yes,0.5772607707756713
True,True,Mailed check,Male,False,1132.75,0,Yes,Month-to-month,False,12,Fiber optic,94.39583333333333,False,True,True,False,False,Yes,99.95,1571-SAVHK,Fiber optic0Month-to-month,Yes,Yes,0.7529798330556216
True,True,Electronic check,Female,True,4385.05,1,Yes,Month-to-month,False,45,Fiber optic,97.44555555555556,True,True,False,False,False,Yes,97.05,3898-GUYTS,Fiber optic1Month-to-month,No,Yes,0.6872715715474541
True,True,Bank transfer (automatic),Female,False,4116.15,0,Yes,Month-to-month,True,50,Fiber optic,82.323,False,False,False,True,False,Yes,84.4,3194-ORPIK,Fiber optic0Month-to-month,Yes,Yes,0.6073349311231547
True,True,Electronic check,Female,False,220.95,1,Yes,Month-to-month,False,3,Fiber optic,73.64999999999999,False,False,False,False,True,No,86.85,4140-MUHUG,Fiber optic1Month-to-month,Yes,Yes,0.9013688865105389
True,False,Electronic check,Male,False,50.5,0,Yes,Month-to-month,False,1,DSL,50.5,False,False,False,False,True,No,50.5,6608-QQLVK,DSL0Month-to-month,Yes,Yes,0.8597237871428548
True,False,Electronic check,Female,False,69.85,1,Yes,Month-to-month,False,1,Fiber optic,69.85,False,False,False,False,False,No,69.85,5550-VFRLC,Fiber optic1Month-to-month,Yes,Yes,0.9079308369981481
True,True,Electronic check,Female,True,512.45,0,Yes,Month-to-month,False,5,Fiber optic,102.49000000000001,False,False,True,False,False,No,96.25,7548-SEPYI,Fiber optic0Month-to-month,Yes,Yes,0.9341034021982464
True,True,Electronic check,Male,False,174.3,0,No,Month-to-month,False,4,DSL,43.575,False,False,True,False,False,No phone service,44.55,2495-INZWQ,DSL0Month-to-month,Yes,Yes,0.8636772298856276
False,False,Mailed check,Female,False,49.9,0,Yes,Month-to-month,True,1,DSL,49.9,True,False,False,False,False,No,49.9,1453-RZFON,DSL0Month-to-month,No,Yes,0.5955329982028482
False,False,Mailed check,Female,False,19.65,0,Yes,Month-to-month,False,1,No,19.65,False,False,False,False,False,No,19.65,7721-DVEKZ,No0Month-to-month,No,Yes,0.5728866553079497
False,False,Mailed check,Male,False,44.6,0,Yes,Month-to-month,False,1,DSL,44.6,False,False,False,False,False,No,44.6,4146-SVFUD,DSL0Month-to-month,No,Yes,0.6034664326395759
True,True,Mailed check,Male,False,6880.85,0,Yes,One year,False,64,Fiber optic,107.51328125,True,True,True,True,True,Yes,108.5,5966-EMAZU,Fiber optic0One year,No,Yes,0.5192710367566791
True,False,Electronic check,Female,False,1066.9,0,Yes,Month-to-month,False,12,Fiber optic,88.90833333333335,False,False,True,False,False,Yes,86.55,7858-GTZSP,Fiber optic0Month-to-month,No,Yes,0.8156512150521353
True,False,Mailed check,Male,False,602.55,0,Yes,Month-to-month,False,7,Fiber optic,86.07857142857142,False,False,True,False,False,Yes,85.2,3834-XUIFC,Fiber optic0Month-to-month,Yes,Yes,0.8040752619594381
True,True,Electronic check,Female,True,1765.95,1,No,Month-to-month,False,34,DSL,51.93970588235294,False,False,True,False,True,No phone service,56.25,9522-BNTHX,DSL1Month-to-month,No,Yes,0.6806425680411162
False,False,Electronic check,Male,False,74.0,0,Yes,Month-to-month,False,1,Fiber optic,74.0,False,True,False,False,False,No,74.0,8687-BAFGU,Fiber optic0Month-to-month,No,Yes,0.8158921204922425
True,True,Electronic check,Female,True,4863.85,1,Yes,Month-to-month,False,46,Fiber optic,105.7358695652174,False,False,True,False,True,Yes,104.45,8818-DOPVL,Fiber optic1Month-to-month,No,Yes,0.8782904781020018
False,False,Electronic check,Female,False,955.15,0,Yes,Month-to-month,False,15,DSL,63.67666666666666,True,True,False,False,True,No,58.95,0851-DFJKB,DSL0Month-to-month,No,Yes,0.5146647189968659
False,False,Credit card (automatic),Male,False,20.55,0,Yes,Month-to-month,False,1,No,20.55,False,False,False,False,False,No,20.55,9708-KFDBY,No0Month-to-month,No,Yes,0.5869641311756019
True,False,Electronic check,Female,False,233.65,0,Yes,Month-to-month,False,3,Fiber optic,77.88333333333334,True,False,False,False,False,No,74.55,2325-NBPZG,Fiber optic0Month-to-month,No,Yes,0.8184390017481707
True,True,Electronic check,Male,True,3985.35,1,No,One year,False,71,DSL,56.131690140845066,True,False,True,False,False,No phone service,56.45,2639-UGMAZ,DSL1One year,No,Yes,0.760542677421343
True,False,Electronic check,Male,False,560.85,1,Yes,Month-to-month,False,8,Fiber optic,70.10625,False,False,False,False,False,No,69.7,3999-QGRJH,Fiber optic1Month-to-month,Yes,Yes,0.8642779217545276
True,True,Bank transfer (automatic),Female,False,633.4,0,No,Month-to-month,False,13,DSL,48.723076923076924,False,False,True,True,True,No phone service,48.75,7470-MCQTK,DSL0Month-to-month,Yes,Yes,0.7286951247944805
True,True,Bank transfer (automatic),Female,True,3465.05,1,Yes,Month-to-month,True,33,Fiber optic,105.00151515151515,False,False,True,False,True,Yes,105.35,8059-UDZFY,Fiber optic1Month-to-month,No,Yes,0.6875151563221312
False,False,Electronic check,Female,False,172.85,1,Yes,Month-to-month,False,2,Fiber optic,86.425,False,False,False,True,True,Yes,79.2,5561-NWEVX,Fiber optic1Month-to-month,Yes,Yes,0.9194328840948569
True,False,Mailed check,Male,False,306.6,1,Yes,Month-to-month,False,4,Fiber optic,76.65,False,False,False,True,False,Yes,74.4,8361-LTMKD,Fiber optic1Month-to-month,Yes,Yes,0.9362434944358882
True,False,Credit card (automatic),Male,False,49.7,0,No,Month-to-month,False,2,DSL,24.85,False,False,False,False,False,No phone service,24.9,9638-JIQYA,DSL0Month-to-month,No,Yes,0.7513686006140734
False,False,Bank transfer (automatic),Male,True,134.6,0,Yes,Month-to-month,True,2,DSL,67.3,True,False,False,False,False,Yes,60.95,3090-LETTY,DSL0Month-to-month,No,Yes,0.6665615087356086
True,True,Electronic check,Female,False,1308.4,0,Yes,Month-to-month,False,15,Fiber optic,87.22666666666667,False,False,False,True,True,No,84.3,7861-UVUFT,Fiber optic0Month-to-month,Yes,Yes,0.8163926858826458
True,True,Electronic check,Male,False,2939.8,0,Yes,One year,False,31,Fiber optic,94.83225806451614,False,False,True,True,True,No,93.8,1855-AGAWH,Fiber optic0One year,No,Yes,0.6638383467068733
False,False,Credit card (automatic),Female,True,2433.5,0,Yes,Month-to-month,False,28,Fiber optic,86.91071428571429,False,False,True,True,True,No,89.9,8751-EDEKA,Fiber optic0Month-to-month,No,Yes,0.5187763530703534
True,True,Credit card (automatic),Female,True,5373.1,1,Yes,One year,False,54,Fiber optic,99.50185185185185,False,False,True,True,False,Yes,101.5,0406-BPDVR,Fiber optic1One year,Yes,Yes,0.6605235390107919
True,True,Bank transfer (automatic),Female,True,1130.0,0,Yes,Month-to-month,False,15,Fiber optic,75.33333333333333,False,False,False,False,False,No,83.2,9274-UARKJ,Fiber optic0Month-to-month,No,Yes,0.7554753958776843
True,False,Mailed check,Female,False,318.5,1,Yes,Month-to-month,False,5,Fiber optic,63.7,False,False,False,False,False,No,69.05,8485-GJCDN,Fiber optic1Month-to-month,Yes,Yes,0.7519800818830172
True,True,Electronic check,Male,False,3395.8,1,Yes,Month-to-month,False,35,Fiber optic,97.02285714285715,False,False,True,False,True,Yes,99.05,7028-DVOIQ,Fiber optic1Month-to-month,Yes,Yes,0.7576756065716699
True,False,Electronic check,Female,True,1677.85,0,No,Month-to-month,False,41,DSL,40.923170731707316,False,False,True,False,False,No phone service,40.35,8807-ARQET,DSL0Month-to-month,No,Yes,0.5055108672452077
False,False,Credit card (automatic),Female,False,19.8,0,Yes,Month-to-month,False,1,No,19.8,False,False,False,False,False,No,19.8,8562-GHPPI,No0Month-to-month,No,Yes,0.6043957335753791
False,True,Electronic check,Female,False,1222.8,0,Yes,Month-to-month,True,13,Fiber optic,94.06153846153846,False,False,True,True,False,No,88.35,3143-JQEGI,Fiber optic0Month-to-month,Yes,Yes,0.8327673046784364
False,True,Credit card (automatic),Male,False,832.35,1,Yes,Month-to-month,False,8,Fiber optic,104.04375,True,True,True,False,False,No,100.3,9889-TMAHG,Fiber optic1Month-to-month,Yes,Yes,0.8000636331631437
True,False,Electronic check,Female,False,80.95,0,Yes,Month-to-month,False,2,DSL,40.475,False,False,False,False,False,No,45.4,6519-CFDBX,DSL0Month-to-month,No,Yes,0.8357384257692729
True,True,Electronic check,Female,True,1369.8,1,Yes,Month-to-month,False,14,Fiber optic,97.84285714285714,False,False,True,True,False,Yes,100.2,3621-CEOVK,Fiber optic1Month-to-month,Yes,Yes,0.8695204237043708
True,False,Electronic check,Female,False,135.75,0,Yes,Month-to-month,True,2,Fiber optic,67.875,False,False,False,True,False,No,71.65,0508-OOLTO,Fiber optic0Month-to-month,No,Yes,0.8963954336557971
True,False,Electronic check,Male,False,2180.55,0,Yes,Month-to-month,True,27,Fiber optic,80.76111111111112,False,True,False,False,False,Yes,79.5,2640-PMGFL,Fiber optic0Month-to-month,Yes,Yes,0.5382605562741186
True,False,Bank transfer (automatic),Male,True,1169.35,1,Yes,Month-to-month,False,13,Fiber optic,89.94999999999999,False,True,True,True,False,No,89.05,4154-AQUGT,Fiber optic1Month-to-month,Yes,Yes,0.7023874293098995
True,True,Bank transfer (automatic),Male,False,5961.1,0,Yes,One year,False,59,Fiber optic,101.035593220339,False,False,True,True,True,Yes,99.5,4791-QRGMF,Fiber optic0One year,Yes,Yes,0.6074074830111605
False,False,Mailed check,Female,False,91.45,1,Yes,Month-to-month,False,4,No,22.8625,False,False,False,False,False,No,20.05,1855-CFULU,No1Month-to-month,No,Yes,0.5161383688880413
True,False,Mailed check,Male,False,371.6,1,Yes,Month-to-month,False,5,Fiber optic,74.32000000000001,False,False,False,False,False,No,71.45,3420-ZDBMA,Fiber optic1Month-to-month,No,Yes,0.8884501540269208
False,False,Electronic check,Female,False,35.0,0,No,Month-to-month,False,1,DSL,35.0,False,False,True,True,False,No phone service,35.0,3841-CONLJ,DSL0Month-to-month,No,Yes,0.8105912830963957
True,True,Electronic check,Male,False,811.65,0,Yes,Month-to-month,False,9,Fiber optic,90.18333333333334,False,False,True,False,True,No,94.05,8087-LGYHQ,Fiber optic0Month-to-month,No,Yes,0.8677120890254392
False,False,Mailed check,Male,False,1387.0,0,Yes,Month-to-month,False,18,Fiber optic,77.05555555555556,False,False,False,False,False,Yes,74.15,3094-JOJAI,Fiber optic0Month-to-month,No,Yes,0.5907924358715434
True,True,Electronic check,Male,False,791.7,0,Yes,Month-to-month,False,9,Fiber optic,87.96666666666667,False,False,False,False,False,Yes,85.5,2215-ZAFGX,Fiber optic0Month-to-month,No,Yes,0.8718312717569566
True,True,Electronic check,Female,True,3994.45,0,Yes,Month-to-month,False,39,Fiber optic,102.42179487179487,False,False,True,False,True,Yes,103.45,9801-GDWGV,Fiber optic0Month-to-month,Yes,Yes,0.847442281263575
False,False,Electronic check,Female,False,434.1,1,Yes,Month-to-month,False,6,Fiber optic,72.35000000000001,False,False,False,False,True,No,74.4,4505-EXZHB,Fiber optic1Month-to-month,Yes,Yes,0.829110585217525
True,True,Electronic check,Female,False,292.85,0,Yes,Month-to-month,False,3,Fiber optic,97.61666666666667,False,False,True,True,False,Yes,95.2,3049-SOLAY,Fiber optic0Month-to-month,Yes,Yes,0.9643476515334191
True,True,Credit card (automatic),Male,True,3646.8,0,Yes,Month-to-month,False,37,Fiber optic,98.56216216216217,False,False,True,False,False,No,96.1,6862-CQUMB,Fiber optic0Month-to-month,No,Yes,0.652520349940912
True,True,Bank transfer (automatic),Male,True,2404.85,0,Yes,Month-to-month,False,24,Fiber optic,100.20208333333333,False,False,True,False,False,Yes,99.65,0447-RXSGD,Fiber optic0Month-to-month,No,Yes,0.8260935940063635
True,True,Electronic check,Female,False,995.35,0,Yes,Month-to-month,False,13,DSL,76.56538461538462,True,False,True,False,True,Yes,78.75,2971-SGAFL,DSL0Month-to-month,No,Yes,0.5866602099079968
True,True,Electronic check,Male,True,1415.55,0,Yes,Month-to-month,False,14,Fiber optic,101.11071428571428,False,False,True,False,False,Yes,100.55,6615-NGGZJ,Fiber optic0Month-to-month,Yes,Yes,0.899490389014834
False,False,Electronic check,Female,False,46.4,0,No,Month-to-month,False,2,DSL,23.2,False,False,False,False,False,No phone service,24.5,4236-UJPWO,DSL0Month-to-month,No,Yes,0.7658008534751738
True,False,Bank transfer (automatic),Male,False,44.05,0,Yes,Month-to-month,False,1,DSL,44.05,False,False,False,False,False,No,44.05,3961-SXAXY,DSL0Month-to-month,No,Yes,0.7402765942739816
True,False,Electronic check,Female,False,2135.5,1,Yes,Month-to-month,False,27,Fiber optic,79.0925925925926,False,False,False,False,True,Yes,78.05,4412-YLTKF,Fiber optic1Month-to-month,Yes,Yes,0.8362754733836465
True,True,Electronic check,Female,True,6690.75,1,Yes,Month-to-month,False,66,Fiber optic,101.375,False,False,True,True,False,Yes,100.8,1013-QCWAM,Fiber optic1Month-to-month,No,Yes,0.6559434799214798
